# X Y 
0 0
1 2.17169e-05
1 3.77282e-05
1 8.58411e-05
1 0.000686673
1 0.00128551
1 0.00130354
1 0.00162621
1 0.00164831
1 0.00166542
1 0.00225947
1 0.00244194
1 0.00245724
1 0.00291988
1 0.00293785
1 0.00352558
2 0.00354021
1 0.00400936
1 0.00402575
1 0.0040427
1 0.0040544
1 0.0040721
1 0.00465546
1 0.00465502
1 0.00466953
1 0.00466593
1 0.00523661
1 0.00525311
1 0.00582453
1 0.00639872
2 0.00677621
2 0.00735218
2 0.00774691
1 0.00789114
1 0.00790437
1 0.00847276
2 0.00904694
1 0.00905447
1 0.00907403
1 0.00908582
1 0.00965292
2 0.010224
1 0.0107677
1 0.011208
1 0.0111965
1 0.0111577
1 0.0116799
2 0.0116978
1 0.0116726
1 0.0121064
1 0.012103
1 0.0121008
1 0.0121123
1 0.0126599
1 0.0127883
2 0.0128066
1 0.0128043
1 0.0132343
2 0.0132478
1 0.0132457
1 0.0132451
1 0.0132532
1 0.0132675
1 0.0132162
1 0.0134551
1 0.0139922
1 0.0140038
1 0.0140123
1 0.0144347
1 0.0144333
1 0.0144503
1 0.0144454
1 0.0148089
1 0.0147592
1 0.0147473
1 0.014747
1 0.0147231
1 0.0147204
1 0.015252
1 0.0152519
1 0.0152781
1 0.0152819
1 0.0152783
1 0.0156309
1 0.016156
1 0.0165583
2 0.0170898
2 0.0172228
3 0.0177493
1 0.0177403
1 0.0182482
1 0.0187615
1 0.018756
1 0.0187382
1 0.0192101
1 0.0192105
1 0.0197004
1 0.0196986
1 0.0199217
1 0.0204181
2 0.020908
2 0.0212406
1 0.0217269
2 0.0222427
1 0.0222208
1 0.0222
1 0.0222221
1 0.0227343
1 0.0226844
1 0.0231549
1 0.0236441
1 0.0236325
1 0.0235477
1 0.0239937
1 0.0244516
2 0.0245178
1 0.0249669
1 0.0249596
1 0.0254091
1 0.02585
1 0.0262903
1 0.0262226
1 0.0266949
1 0.0266767
1 0.0266777
1 0.0271719
1 0.0276524
1 0.0276349
1 0.0281386
1 0.028624
1 0.0290858
1 0.0290323
1 0.0289892
1 0.02916
1 0.0291832
1 0.0292123
1 0.029632
1 0.0295964
1 0.0300877
1 0.0303788
2 0.0308685
1 0.0308599
1 0.0308675
1 0.0308367
1 0.0308326
1 0.0311777
2 0.031182
1 0.0311851
1 0.0311711
1 0.0316031
1 0.0315563
1 0.0320224
1 0.032002
1 0.0324574
2 0.0324666
1 0.0329239
1 0.0330375
1 0.0335106
1 0.0339598
1 0.0343353
2 0.0348179
1 0.0347797
1 0.0352189
2 0.0353998
1 0.0358679
2 0.0363482
1 0.0363458
2 0.0368334
1 0.0367594
1 0.0371998
1 0.0372708
2 0.0377554
1 0.0381931
1 0.0381768
1 0.0381774
1 0.038163
1 0.0381781
1 0.0381268
1 0.038563
2 0.0390357
2 0.0394974
1 0.0399134
2 0.0403846
2 0.0408385
1 0.041292
2 0.0413178
1 0.0416802
2 0.0417104
2 0.0421754
1 0.0421712
1 0.042122
1 0.0420973
1 0.0420252
1 0.0419483
1 0.0423588
1 0.0427852
2 0.0432494
2 0.0436092
2 0.0440565
1 0.0444793
2 0.0444833
1 0.0446655
1 0.0446542
1 0.0446802
1 0.0446435
1 0.0446182
1 0.0449092
1 0.0451345
2 0.0451427
