# X Y 
0.606531 0
0.611058 0.208995
0.612389 0.362702
0.613062 0.465706
0.613465 0.540077
0.613734 0.596272
0.613926 0.64023
0.61407 0.675555
0.614183 0.704564
0.614272 0.728811
0.614346 0.74938
0.614407 0.767049
0.614458 0.78239
0.614503 0.795836
0.614541 0.807716
0.614575 0.818291
0.614604 0.827762
0.614631 0.836296
0.614654 0.844023
0.614676 0.851054
0.614695 0.857478
0.614712 0.863372
0.614728 0.868797
0.614743 0.873807
0.614756 0.87845
0.614769 0.882762
0.61478 0.886779
0.614791 0.89053
0.614801 0.894041
0.61481 0.897333
0.614819 0.900427
0.614827 0.90334
0.614835 0.906087
0.614842 0.908682
0.614849 0.911138
0.614855 0.913465
0.614861 0.915674
0.614867 0.917772
0.614872 0.919769
0.614877 0.921671
0.614882 0.923484
0.614887 0.925216
0.614891 0.926871
0.614896 0.928455
0.6149 0.929971
0.614904 0.931424
0.614907 0.932819
0.614911 0.934157
0.614914 0.935444
0.614918 0.936681
0.614921 0.937871
0.614924 0.939018
0.614927 0.940123
0.61493 0.941189
0.614932 0.942217
0.614935 0.94321
0.614938 0.94417
0.61494 0.945097
0.614942 0.945995
0.614945 0.946863
0.614947 0.947704
0.614949 0.948519
0.614951 0.949309
0.614953 0.950075
0.614955 0.950818
0.614957 0.951539
0.614959 0.95224
0.61496 0.95292
0.614962 0.953581
0.614964 0.954224
0.614966 0.95485
0.614967 0.955459
0.614969 0.956051
0.61497 0.956628
0.614972 0.95719
0.614973 0.957737
0.614974 0.958271
0.614976 0.958792
0.614977 0.959299
0.614978 0.959794
0.61498 0.960278
0.614981 0.96075
0.614982 0.96121
0.614983 0.96166
0.614984 0.9621
0.614985 0.96253
0.614986 0.96295
0.614987 0.963361
0.614988 0.963763
0.61499 0.964156
0.61499 0.96454
0.614991 0.964917
0.614992 0.965286
0.614993 0.965646
0.614994 0.966
0.614995 0.966346
0.614996 0.966686
0.614997 0.967018
0.614998 0.967344
0.614998 0.967664
